LEVEL,DATE
27.96,11/06/2010
27.96,12/06/2010
27.95,13/06/2010
27.94,14/06/2010
27.94,15/06/2010
27.92,16/06/2010
27.92,17/06/2010
27.91,18/06/2010
27.90,19/06/2010
27.89,20/06/2010
27.88,21/06/2010
27.86,22/06/2010
27.84,23/06/2010
27.82,24/06/2010
27.81,25/06/2010
27.79,26/06/2010
27.77,27/06/2010
27.74,28/06/2010
27.71,29/06/2010
27.67,30/06/2010
27.63,01/07/2010
27.61,02/07/2010
27.59,03/07/2010
27.56,04/07/2010
27.53,05/07/2010
27.51,06/07/2010
27.49,07/07/2010
27.47,08/07/2010
27.44,09/07/2010
27.40,10/07/2010
27.35,11/07/2010
27.30,12/07/2010
27.26,13/07/2010
27.23,14/07/2010
27.19,15/07/2010
27.15,16/07/2010
27.11,17/07/2010
27.06,18/07/2010
27.01,19/07/2010
26.95,20/07/2010
26.88,21/07/2010
26.80,22/07/2010
26.75,23/07/2010
26.72,24/07/2010
26.69,25/07/2010
26.65,26/07/2010
26.60,27/07/2010
26.53,28/07/2010
26.47,29/07/2010
26.41,30/07/2010
26.35,31/07/2010
26.28,01/08/2010
26.21,02/08/2010
26.12,03/08/2010
26.04,04/08/2010
25.93,05/08/2010
25.85,06/08/2010
25.67,08/08/2010
25.57,09/08/2010
25.47,10/08/2010
25.36,11/08/2010
25.25,12/08/2010
25.13,13/08/2010
25.02,14/08/2010
24.90,15/08/2010
24.78,16/08/2010
24.65,17/08/2010
24.52,18/08/2010
24.40,19/08/2010
24.26,20/08/2010
24.12,21/08/2010
23.98,22/08/2010
23.83,23/08/2010
23.69,24/08/2010
23.52,25/08/2010
23.36,26/08/2010
23.19,27/08/2010
23.00,28/08/2010
22.81,29/08/2010
22.61,30/08/2010
22.41,31/08/2010
22.23,01/09/2010
22.02,02/09/2010
21.79,03/09/2010
21.56,04/09/2010
21.34,05/09/2010
21.12,06/09/2010
20.90,07/09/2010
20.67,08/09/2010
20.47,09/09/2010
20.23,10/09/2010
20.01,11/09/2010
19.78,12/09/2010
19.54,13/09/2010
19.34,14/09/2010
19.10,15/09/2010
18.89,16/09/2010
18.67,17/09/2010
18.45,18/09/2010
18.23,19/09/2010
18.03,20/09/2010
17.87,21/09/2010
17.72,22/09/2010
17.57,23/09/2010
17.44,24/09/2010
17.32,25/09/2010
17.21,26/09/2010
17.10,27/09/2010
17.02,28/09/2010
16.92,29/09/2010
16.81,30/09/2010
16.72,01/10/2010
16.62,02/10/2010
16.50,03/10/2010
16.38,04/10/2010
16.24,05/10/2010
16.11,06/10/2010
16.02,07/10/2010
15.91,08/10/2010
15.82,09/10/2010
15.74,10/10/2010
15.66,11/10/2010
15.56,12/10/2010
15.45,13/10/2010
15.31,14/10/2010
15.13,15/10/2010
14.93,16/10/2010
14.71,17/10/2010
14.49,18/10/2010
14.27,19/10/2010
14.09,20/10/2010
13.93,21/10/2010
13.80,22/10/2010
13.69,23/10/2010
13.63,24/10/2010
13.65,25/10/2010
13.68,26/10/2010
13.70,27/10/2010
13.74,28/10/2010
13.80,29/10/2010
13.85,30/10/2010
13.91,31/10/2010
13.97,01/11/2010
14.01,02/11/2010
14.06,03/11/2010
14.10,04/11/2010
14.15,05/11/2010
14.19,06/11/2010
14.23,07/11/2010
14.28,08/11/2010
14.32,09/11/2010
14.35,10/11/2010
14.37,11/11/2010
14.40,12/11/2010
14.42,13/11/2010
14.44,14/11/2010
14.47,15/11/2010
14.50,16/11/2010
14.54,17/11/2010
14.62,18/11/2010
14.72,19/11/2010
14.84,20/11/2010
14.96,21/11/2010
15.09,22/11/2010
15.23,23/11/2010
15.38,24/11/2010
15.53,25/11/2010
15.67,26/11/2010
15.81,27/11/2010
15.96,28/11/2010
16.11,29/11/2010
16.27,30/11/2010
16.41,01/12/2010
16.57,02/12/2010
16.70,03/12/2010
16.82,04/12/2010
16.94,05/12/2010
17.07,06/12/2010
17.19,07/12/2010
17.29,08/12/2010
17.40,09/12/2010
17.49,10/12/2010
17.55,11/12/2010
17.60,12/12/2010
17.65,13/12/2010
17.68,14/12/2010
17.70,15/12/2010
17.72,16/12/2010
17.77,17/12/2010
17.81,18/12/2010
17.85,19/12/2010
17.90,20/12/2010
17.99,21/12/2010
18.11,23/12/2010
18.18,24/12/2010
18.23,25/12/2010
18.28,26/12/2010
18.34,27/12/2010
18.41,28/12/2010
18.49,29/12/2010
18.56,30/12/2010
18.60,31/12/2010
18.62,01/01/2011
18.64,02/01/2011
18.67,03/01/2011
18.71,04/01/2011
18.74,05/01/2011
18.80,06/01/2011
18.87,07/01/2011
18.91,08/01/2011
18.96,09/01/2011
19.01,10/01/2011
19.10,11/01/2011
19.22,12/01/2011
19.30,13/01/2011
19.38,14/01/2011
19.44,15/01/2011
19.50,16/01/2011
19.57,17/01/2011
19.65,18/01/2011
19.72,19/01/2011
19.78,20/01/2011
19.83,21/01/2011
19.90,22/01/2011
19.97,23/01/2011
20.05,24/01/2011
20.15,25/01/2011
20.23,26/01/2011
20.29,27/01/2011
20.40,28/01/2011
20.47,29/01/2011
20.55,30/01/2011
20.63,31/01/2011
20.71,01/02/2011
20.81,02/02/2011
20.90,03/02/2011
20.96,04/02/2011
21.00,05/02/2011
21.04,06/02/2011
21.09,07/02/2011
21.19,08/02/2011
21.29,09/02/2011
21.37,10/02/2011
21.46,11/02/2011
21.53,12/02/2011
21.61,13/02/2011
21.69,14/02/2011
21.77,15/02/2011
21.86,16/02/2011
21.93,17/02/2011
22.02,18/02/2011
22.12,19/02/2011
22.22,20/02/2011
22.33,21/02/2011
22.43,22/02/2011
22.51,23/02/2011
22.60,24/02/2011
22.67,25/02/2011
22.74,26/02/2011
22.82,27/02/2011
22.90,28/02/2011
23.00,01/03/2011
23.07,02/03/2011
23.18,03/03/2011
23.27,04/03/2011
23.34,05/03/2011
23.41,06/03/2011
23.47,07/03/2011
23.53,08/03/2011
23.58,09/03/2011
23.66,10/03/2011
23.72,11/03/2011
23.78,12/03/2011
23.84,13/03/2011
23.89,14/03/2011
23.93,15/03/2011
23.99,16/03/2011
24.05,17/03/2011
24.09,18/03/2011
24.16,19/03/2011
24.23,20/03/2011
24.31,21/03/2011
24.39,22/03/2011
24.45,23/03/2011
24.49,24/03/2011
24.54,25/03/2011
24.59,26/03/2011
24.65,27/03/2011
24.72,28/03/2011
24.78,29/03/2011
24.83,30/03/2011
24.89,31/03/2011
24.94,01/04/2011
24.99,02/04/2011
25.04,03/04/2011
25.10,04/04/2011
25.14,05/04/2011
25.18,06/04/2011
25.23,07/04/2011
25.30,08/04/2011
25.35,09/04/2011
25.40,10/04/2011
25.46,11/04/2011
25.51,12/04/2011
25.55,13/04/2011
25.61,14/04/2011
25.67,15/04/2011
25.75,16/04/2011
25.83,17/04/2011
25.92,18/04/2011
25.97,19/04/2011
26.03,20/04/2011
26.09,21/04/2011
26.16,22/04/2011
26.23,23/04/2011
26.31,24/04/2011
26.39,25/04/2011
26.45,26/04/2011
26.53,27/04/2011
26.60,28/04/2011
26.66,29/04/2011
26.72,30/04/2011
26.77,01/05/2011
26.82,02/05/2011
26.89,03/05/2011
26.96,04/05/2011
27.01,05/05/2011
27.06,06/05/2011
27.11,07/05/2011
27.15,08/05/2011
27.19,09/05/2011
27.26,10/05/2011
27.32,11/05/2011
27.36,12/05/2011
27.41,13/05/2011
27.47,14/05/2011
27.52,15/05/2011
27.57,16/05/2011
27.61,17/05/2011
27.64,18/05/2011
27.68,19/05/2011
27.74,20/05/2011
27.80,21/05/2011
27.85,22/05/2011
27.90,23/05/2011
27.95,24/05/2011
27.99,25/05/2011
28.04,26/05/2011
28.08,27/05/2011
28.13,28/05/2011
28.17,29/05/2011
28.21,30/05/2011
28.26,31/05/2011
28.30,01/06/2011
28.34,02/06/2011
28.37,03/06/2011
28.40,04/06/2011
28.42,05/06/2011
28.44,06/06/2011
28.46,07/06/2011
28.48,08/06/2011
28.49,09/06/2011
28.51,10/06/2011
28.53,11/06/2011
28.54,12/06/2011
28.55,13/06/2011
28.56,14/06/2011
28.57,15/06/2011
28.58,16/06/2011
28.59,17/06/2011
28.60,18/06/2011
28.60,19/06/2011
28.60,20/06/2011
28.60,21/06/2011
28.60,22/06/2011
28.60,23/06/2011
28.61,24/06/2011
28.61,25/06/2011
28.61,26/06/2011
28.61,27/06/2011
28.62,28/06/2011
28.62,29/06/2011
28.61,30/06/2011
28.60,01/07/2011
28.59,02/07/2011
28.58,03/07/2011
28.57,04/07/2011
28.55,05/07/2011
28.53,06/07/2011
28.50,07/07/2011
28.48,08/07/2011
28.47,09/07/2011
28.47,10/07/2011
28.47,11/07/2011
28.45,12/07/2011
28.42,13/07/2011
28.39,14/07/2011
28.35,15/07/2011
28.32,16/07/2011
28.29,17/07/2011
28.25,18/07/2011
28.21,19/07/2011
28.16,20/07/2011
28.11,21/07/2011
28.06,22/07/2011
28.01,23/07/2011
27.95,24/07/2011
27.89,25/07/2011
27.84,26/07/2011
27.78,27/07/2011
27.74,28/07/2011
27.70,29/07/2011
27.64,30/07/2011
27.57,31/07/2011
27.50,01/08/2011
27.42,02/08/2011
27.36,03/08/2011
27.28,04/08/2011
27.20,05/08/2011
27.12,06/08/2011
27.05,07/08/2011
26.98,08/08/2011
26.94,09/08/2011
26.89,10/08/2011
26.81,11/08/2011
26.74,12/08/2011
26.67,13/08/2011
26.59,14/08/2011
26.51,15/08/2011
26.41,16/08/2011
26.34,17/08/2011
26.24,18/08/2011
26.15,19/08/2011
26.05,20/08/2011
25.95,21/08/2011
25.84,22/08/2011
25.74,23/08/2011
25.63,24/08/2011
25.51,25/08/2011
25.39,26/08/2011
25.26,27/08/2011
25.13,28/08/2011
24.99,29/08/2011
24.83,30/08/2011
24.63,31/08/2011
24.45,01/09/2011
24.26,02/09/2011
24.07,03/09/2011
23.87,04/09/2011
23.67,05/09/2011
23.47,06/09/2011
23.25,07/09/2011
23.02,08/09/2011
22.77,09/09/2011
22.50,10/09/2011
22.23,11/09/2011
21.95,12/09/2011
21.65,13/09/2011
21.33,14/09/2011
21.01,15/09/2011
20.71,16/09/2011
20.41,17/09/2011
20.11,18/09/2011
19.82,19/09/2011
19.57,20/09/2011
19.31,21/09/2011
19.04,22/09/2011
18.79,23/09/2011
18.54,24/09/2011
18.29,25/09/2011
18.05,26/09/2011
17.84,27/09/2011
17.65,28/09/2011
17.49,29/09/2011
17.34,30/09/2011
17.22,01/10/2011
17.11,02/10/2011
17.01,03/10/2011
16.93,04/10/2011
16.85,05/10/2011
16.82,06/10/2011
16.80,07/10/2011
16.78,08/10/2011
16.77,09/10/2011
16.76,10/10/2011
16.76,11/10/2011
16.81,12/10/2011
16.87,13/10/2011
16.93,14/10/2011
16.99,15/10/2011
17.05,16/10/2011
17.12,17/10/2011
17.19,18/10/2011
17.29,19/10/2011
17.40,20/10/2011
17.46,21/10/2011
17.51,22/10/2011
17.56,23/10/2011
17.60,24/10/2011
17.64,25/10/2011
17.67,26/10/2011
17.71,27/10/2011
17.77,28/10/2011
17.81,29/10/2011
17.84,30/10/2011
17.87,31/10/2011
17.90,01/11/2011
17.91,02/11/2011
17.91,03/11/2011
17.89,04/11/2011
17.84,05/11/2011
17.79,06/11/2011
17.73,07/11/2011
17.64,08/11/2011
17.56,09/11/2011
17.47,10/11/2011
17.38,11/11/2011
17.35,12/11/2011
17.32,13/11/2011
17.30,14/11/2011
17.31,15/11/2011
17.31,16/11/2011
17.33,17/11/2011
17.35,18/11/2011
17.36,19/11/2011
17.37,20/11/2011
17.39,21/11/2011
17.42,22/11/2011
17.45,23/11/2011
17.47,24/11/2011
17.53,25/11/2011
17.61,26/11/2011
17.69,27/11/2011
17.78,28/11/2011
17.87,29/11/2011
17.95,30/11/2011
18.04,01/12/2011
18.14,02/12/2011
18.23,03/12/2011
18.33,04/12/2011
18.43,05/12/2011
18.52,06/12/2011
18.60,07/12/2011
18.69,08/12/2011
18.79,09/12/2011
18.86,10/12/2011
18.93,11/12/2011
19.01,12/12/2011
19.07,13/12/2011
19.12,14/12/2011
19.15,15/12/2011
19.19,16/12/2011
19.24,17/12/2011
19.30,18/12/2011
19.36,19/12/2011
19.41,20/12/2011
19.47,21/12/2011
19.51,22/12/2011
19.59,23/12/2011
19.68,24/12/2011
19.78,25/12/2011
19.88,26/12/2011
20.01,27/12/2011
20.09,28/12/2011
20.19,29/12/2011
20.31,30/12/2011
20.41,31/12/2011
20.51,01/01/2012
20.62,02/01/2012
20.74,03/01/2012
20.86,04/01/2012
20.95,05/01/2012
21.06,06/01/2012
21.19,07/01/2012
21.32,08/01/2012
21.46,09/01/2012
21.62,10/01/2012
21.76,11/01/2012
21.89,12/01/2012
22.01,13/01/2012
22.13,14/01/2012
22.26,15/01/2012
22.39,16/01/2012
22.51,17/01/2012
22.61,18/01/2012
22.71,19/01/2012
22.82,20/01/2012
22.92,21/01/2012
23.03,22/01/2012
23.14,23/01/2012
23.24,24/01/2012
23.36,25/01/2012
23.46,26/01/2012
23.56,27/01/2012
23.66,28/01/2012
23.75,29/01/2012
23.84,30/01/2012
23.96,31/01/2012
24.07,01/02/2012
24.18,02/02/2012
24.27,03/02/2012
24.36,04/02/2012
24.44,05/02/2012
24.52,06/02/2012
24.59,07/02/2012
24.66,08/02/2012
24.72,09/02/2012
24.81,10/02/2012
24.89,11/02/2012
24.96,12/02/2012
25.03,13/02/2012
25.09,14/02/2012
25.14,15/02/2012
25.21,16/02/2012
25.31,17/02/2012
25.38,18/02/2012
25.44,19/02/2012
25.50,20/02/2012
25.57,21/02/2012
25.65,22/02/2012
25.71,23/02/2012
25.78,24/02/2012
25.85,25/02/2012
25.93,26/02/2012
26.01,27/02/2012
26.08,28/02/2012
26.14,29/02/2012
26.20,01/03/2012
26.28,02/03/2012
26.34,03/03/2012
26.40,04/03/2012
26.47,05/03/2012
26.51,06/03/2012
26.56,07/03/2012
26.61,08/03/2012
26.68,09/03/2012
26.76,10/03/2012
26.82,11/03/2012
26.88,12/03/2012
26.92,13/03/2012
26.98,14/03/2012
27.02,15/03/2012
27.07,16/03/2012
27.11,17/03/2012
27.14,18/03/2012
27.17,19/03/2012
27.20,20/03/2012
27.23,21/03/2012
27.28,22/03/2012
27.35,23/03/2012
27.39,24/03/2012
27.43,25/03/2012
27.46,26/03/2012
27.51,27/03/2012
27.55,28/03/2012
27.60,29/03/2012
27.64,30/03/2012
27.67,31/03/2012
27.71,01/04/2012
27.75,02/04/2012
27.80,03/04/2012
27.84,04/04/2012
27.89,05/04/2012
27.94,06/04/2012
27.99,07/04/2012
28.04,08/04/2012
28.10,09/04/2012
28.16,10/04/2012
28.21,11/04/2012
28.25,12/04/2012
28.32,13/04/2012
28.38,14/04/2012
28.44,15/04/2012
28.49,16/04/2012
28.54,17/04/2012
28.60,18/04/2012
28.65,19/04/2012
28.71,20/04/2012
28.76,21/04/2012
28.80,22/04/2012
28.85,23/04/2012
28.90,24/04/2012
28.96,25/04/2012
29.02,26/04/2012
29.07,27/04/2012
29.12,28/04/2012
29.16,29/04/2012
29.20,30/04/2012
29.25,01/05/2012
29.30,02/05/2012
29.33,03/05/2012
29.38,04/05/2012
29.42,05/05/2012
29.46,06/05/2012
29.49,07/05/2012
29.52,08/05/2012
29.57,09/05/2012
29.61,10/05/2012
29.64,11/05/2012
29.66,12/05/2012
29.69,13/05/2012
29.72,14/05/2012
29.75,15/05/2012
29.78,16/05/2012
29.80,17/05/2012
29.81,18/05/2012
29.83,19/05/2012
29.85,20/05/2012
29.87,21/05/2012
29.90,22/05/2012
29.91,23/05/2012
29.92,24/05/2012
29.93,25/05/2012
29.94,26/05/2012
29.95,27/05/2012
29.96,28/05/2012
29.97,29/05/2012
29.97,30/05/2012
29.97,31/05/2012
29.97,01/06/2012
29.96,02/06/2012
29.95,03/06/2012
29.94,04/06/2012
29.92,05/06/2012
29.89,06/06/2012
29.87,07/06/2012
29.85,08/06/2012
29.83,09/06/2012
29.82,10/06/2012
29.81,11/06/2012
29.76,12/06/2012
29.74,13/06/2012
29.71,14/06/2012
29.69,15/06/2012
29.64,16/06/2012
29.61,17/06/2012
29.58,18/06/2012
29.55,19/06/2012
29.53,20/06/2012
29.50,21/06/2012
29.47,22/06/2012
29.45,23/06/2012
29.42,24/06/2012
29.39,25/06/2012
29.37,26/06/2012
29.34,27/06/2012
29.30,28/06/2012
29.27,29/06/2012
29.24,30/06/2012
29.21,01/07/2012
29.17,02/07/2012
29.15,03/07/2012
29.11,04/07/2012
29.07,05/07/2012
29.04,06/07/2012
29.01,07/07/2012
28.97,08/07/2012
28.93,09/07/2012
28.88,10/07/2012
28.84,11/07/2012
28.80,12/07/2012
28.76,13/07/2012
28.73,14/07/2012
28.70,15/07/2012
28.66,16/07/2012
28.63,17/07/2012
28.60,18/07/2012
28.56,19/07/2012
28.54,20/07/2012
28.51,21/07/2012
28.48,22/07/2012
28.44,23/07/2012
28.40,24/07/2012
28.37,25/07/2012
28.32,26/07/2012
28.28,27/07/2012
28.24,28/07/2012
28.19,29/07/2012
28.14,30/07/2012
28.09,31/07/2012
28.04,01/08/2012
27.99,02/08/2012
27.93,03/08/2012
27.87,04/08/2012
27.80,05/08/2012
27.73,06/08/2012
27.66,07/08/2012
27.60,08/08/2012
27.52,09/08/2012
27.45,10/08/2012
27.37,11/08/2012
27.29,12/08/2012
27.20,13/08/2012
27.09,14/08/2012
27.02,15/08/2012
26.94,16/08/2012
26.84,17/08/2012
26.74,18/08/2012
26.63,19/08/2012
26.52,20/08/2012
26.39,21/08/2012
26.26,22/08/2012
26.12,23/08/2012
26.01,24/08/2012
25.87,25/08/2012
25.72,26/08/2012
25.57,27/08/2012
25.42,28/08/2012
25.26,29/08/2012
25.10,30/08/2012
24.93,31/08/2012
24.76,01/09/2012
24.59,02/09/2012
24.41,03/09/2012
24.21,04/09/2012
24.05,05/09/2012
23.88,06/09/2012
23.69,07/09/2012
23.50,08/09/2012
23.30,09/09/2012
23.10,10/09/2012
22.88,11/09/2012
22.67,12/09/2012
22.47,13/09/2012
22.26,14/09/2012
22.07,15/09/2012
21.88,16/09/2012
21.68,17/09/2012
21.50,18/09/2012
21.30,19/09/2012
21.11,20/09/2012
20.95,21/09/2012
20.78,22/09/2012
20.61,23/09/2012
20.43,24/09/2012
20.21,25/09/2012
20.02,26/09/2012
19.83,27/09/2012
19.63,28/09/2012
19.44,29/09/2012
19.26,30/09/2012
19.08,01/10/2012
18.83,02/10/2012
18.66,03/10/2012
18.51,04/10/2012
18.29,05/10/2012
18.14,06/10/2012
17.96,07/10/2012
17.78,08/10/2012
17.63,09/10/2012
17.51,10/10/2012
17.41,11/10/2012
17.32,12/10/2012
17.24,13/10/2012
17.17,14/10/2012
17.10,15/10/2012
17.05,16/10/2012
17.03,17/10/2012
17.02,18/10/2012
16.99,19/10/2012
16.96,20/10/2012
16.94,21/10/2012
16.92,22/10/2012
16.91,23/10/2012
16.92,24/10/2012
16.93,25/10/2012
16.94,26/10/2012
16.95,27/10/2012
16.96,28/10/2012
16.98,29/10/2012
17.01,30/10/2012
17.04,31/10/2012
17.07,01/11/2012
17.08,02/11/2012
17.09,03/11/2012
17.10,04/11/2012
17.12,05/11/2012
17.12,06/11/2012
17.11,07/11/2012
17.08,08/11/2012
17.04,09/11/2012
17.00,10/11/2012
16.96,11/11/2012
16.93,12/11/2012
16.87,13/11/2012
16.80,14/11/2012
16.73,15/11/2012
16.65,16/11/2012
16.57,17/11/2012
16.50,18/11/2012
16.43,19/11/2012
16.35,20/11/2012
16.27,21/11/2012
16.15,22/11/2012
16.05,23/11/2012
16.02,24/11/2012
15.99,25/11/2012
15.97,26/11/2012
15.96,27/11/2012
15.98,28/11/2012
16.01,29/11/2012
16.07,30/11/2012
16.14,01/12/2012
16.22,02/12/2012
16.30,03/12/2012
16.39,04/12/2012
16.50,05/12/2012
16.60,06/12/2012
16.70,07/12/2012
16.80,08/12/2012
16.91,09/12/2012
17.02,10/12/2012
17.12,11/12/2012
17.23,12/12/2012
17.33,13/12/2012
17.45,14/12/2012
17.54,15/12/2012
17.63,16/12/2012
17.71,17/12/2012
17.78,18/12/2012
17.82,19/12/2012
17.88,20/12/2012
17.94,21/12/2012
18.01,22/12/2012
18.07,23/12/2012
18.12,24/12/2012
18.17,25/12/2012
18.21,26/12/2012
18.28,27/12/2012
18.37,28/12/2012
18.48,29/12/2012
18.59,30/12/2012
18.71,31/12/2012
18.83,01/01/2013
18.96,02/01/2013
19.10,03/01/2013
19.25,04/01/2013
19.40,05/01/2013
19.56,06/01/2013
19.72,07/01/2013
19.86,08/01/2013
20.00,09/01/2013
20.15,10/01/2013
20.28,11/01/2013
20.41,12/01/2013
20.53,13/01/2013
20.65,14/01/2013
20.79,15/01/2013
20.94,16/01/2013
21.09,17/01/2013
21.20,18/01/2013
21.33,19/01/2013
21.47,20/01/2013
21.61,21/01/2013
21.71,22/01/2013
21.77,23/01/2013
21.82,24/01/2013
21.86,25/01/2013
21.91,26/01/2013
21.96,27/01/2013
22.02,28/01/2013
22.07,29/01/2013
22.11,30/01/2013
22.17,31/01/2013
22.21,01/02/2013
22.26,02/02/2013
22.32,03/02/2013
22.38,04/02/2013
22.45,05/02/2013
22.49,06/02/2013
22.59,07/02/2013
22.70,08/02/2013
22.80,09/02/2013
22.89,10/02/2013
22.98,11/02/2013
23.06,12/02/2013
23.14,13/02/2013
23.22,14/02/2013
23.33,15/02/2013
23.44,16/02/2013
23.55,17/02/2013
23.67,18/02/2013
23.77,19/02/2013
23.87,20/02/2013
23.99,21/02/2013
24.10,22/02/2013
24.21,23/02/2013
24.31,24/02/2013
24.41,25/02/2013
24.51,26/02/2013
24.60,27/02/2013
24.70,28/02/2013
24.81,01/03/2013
24.91,02/03/2013
25.00,03/03/2013
25.09,04/03/2013
25.21,05/03/2013
25.32,06/03/2013
25.46,07/03/2013
25.56,08/03/2013
25.64,09/03/2013
25.71,10/03/2013
25.78,11/03/2013
25.86,12/03/2013
25.92,13/03/2013
26.01,14/03/2013
26.08,15/03/2013
26.16,16/03/2013
26.23,17/03/2013
26.29,18/03/2013
26.35,19/03/2013
26.40,20/03/2013
26.43,21/03/2013
26.47,22/03/2013
26.52,23/03/2013
26.57,24/03/2013
26.63,25/03/2013
26.67,26/03/2013
26.70,27/03/2013
26.73,28/03/2013
26.77,29/03/2013
26.82,30/03/2013
26.88,31/03/2013
26.94,01/04/2013
27.00,02/04/2013
27.05,03/04/2013
27.08,04/04/2013
27.12,05/04/2013
27.15,06/04/2013
27.17,07/04/2013
27.19,08/04/2013
27.23,09/04/2013
27.26,10/04/2013
27.29,11/04/2013
27.32,12/04/2013
27.34,13/04/2013
27.36,14/04/2013
27.37,15/04/2013
27.40,16/04/2013
27.41,17/04/2013
27.46,18/04/2013
27.49,19/04/2013
27.52,20/04/2013
27.56,21/04/2013
27.60,22/04/2013
27.65,23/04/2013
27.67,24/04/2013
27.69,25/04/2013
27.72,26/04/2013
27.74,27/04/2013
27.77,28/04/2013
27.81,29/04/2013
27.86,30/04/2013
27.91,01/05/2013
27.97,02/05/2013
28.03,03/05/2013
28.09,04/05/2013
28.15,05/05/2013
28.20,06/05/2013
28.24,07/05/2013
28.30,08/05/2013
28.36,09/05/2013
28.40,10/05/2013
28.46,11/05/2013
28.52,12/05/2013
28.59,13/05/2013
28.65,14/05/2013
28.70,15/05/2013
28.75,16/05/2013
28.79,17/05/2013
28.84,18/05/2013
28.88,19/05/2013
28.92,20/05/2013
28.94,21/05/2013
28.99,22/05/2013
29.03,23/05/2013
29.06,24/05/2013
29.09,25/05/2013
29.12,26/05/2013
29.16,27/05/2013
29.19,28/05/2013
29.21,29/05/2013
29.23,30/05/2013
29.24,31/05/2013
29.26,01/06/2013
29.27,02/06/2013
29.28,03/06/2013
29.29,04/06/2013
29.30,05/06/2013
29.31,06/06/2013
29.31,07/06/2013
29.31,08/06/2013
29.31,09/06/2013
29.32,10/06/2013
29.32,11/06/2013
29.32,12/06/2013
29.32,13/06/2013
29.33,14/06/2013
29.33,15/06/2013
29.33,16/06/2013
29.32,17/06/2013
29.31,18/06/2013
29.30,19/06/2013
29.28,20/06/2013
29.27,21/06/2013
29.26,22/06/2013
29.24,23/06/2013
29.22,24/06/2013
29.20,25/06/2013
29.19,26/06/2013
29.17,27/06/2013
29.14,28/06/2013
29.12,29/06/2013
29.10,30/06/2013
29.07,01/07/2013
29.05,02/07/2013
29.04,03/07/2013
29.03,04/07/2013
29.02,05/07/2013
29.00,06/07/2013
28.97,07/07/2013
28.94,08/07/2013
28.91,09/07/2013
28.87,10/07/2013
28.84,11/07/2013
28.80,12/07/2013
28.76,13/07/2013
28.73,14/07/2013
28.70,15/07/2013
28.66,16/07/2013
28.61,17/07/2013
28.57,18/07/2013
28.53,19/07/2013
28.49,20/07/2013
28.44,21/07/2013
28.39,22/07/2013
28.34,23/07/2013
28.29,24/07/2013
28.23,25/07/2013
28.18,26/07/2013
28.14,27/07/2013
28.10,28/07/2013
28.05,29/07/2013
28.01,30/07/2013
27.96,31/07/2013
27.90,01/08/2013
27.84,02/08/2013
27.79,03/08/2013
27.73,04/08/2013
27.67,05/08/2013
27.61,06/08/2013
27.55,07/08/2013
27.50,08/08/2013
27.44,09/08/2013
27.38,10/08/2013
27.32,11/08/2013
27.25,12/08/2013
27.20,13/08/2013
27.15,14/08/2013
27.09,15/08/2013
27.02,16/08/2013
26.96,17/08/2013
26.90,18/08/2013
26.83,19/08/2013
26.73,20/08/2013
26.62,21/08/2013
26.51,22/08/2013
26.41,23/08/2013
26.30,24/08/2013
26.22,25/08/2013
26.14,26/08/2013
26.07,27/08/2013
25.99,28/08/2013
25.91,29/08/2013
25.85,30/08/2013
25.80,31/08/2013
25.76,01/09/2013
25.72,02/09/2013
25.67,03/09/2013
25.61,04/09/2013
25.52,05/09/2013
25.42,06/09/2013
25.35,07/09/2013
25.27,08/09/2013
25.19,09/09/2013
25.13,10/09/2013
25.06,11/09/2013
24.98,12/09/2013
24.91,13/09/2013
24.84,14/09/2013
24.77,15/09/2013
24.69,16/09/2013
24.60,17/09/2013
24.51,18/09/2013
24.41,19/09/2013
24.30,20/09/2013
24.21,21/09/2013
24.11,22/09/2013
24.01,23/09/2013
23.91,24/09/2013
23.79,25/09/2013
23.67,26/09/2013
23.53,27/09/2013
23.39,28/09/2013
23.25,29/09/2013
23.10,30/09/2013
22.98,01/10/2013
22.85,02/10/2013
22.70,03/10/2013
22.57,04/10/2013
22.42,05/10/2013
22.26,06/10/2013
22.10,07/10/2013
21.92,08/10/2013
21.73,09/10/2013
21.50,10/10/2013
21.31,11/10/2013
21.20,12/10/2013
21.09,13/10/2013
20.97,14/10/2013
20.89,15/10/2013
20.81,16/10/2013
20.71,17/10/2013
20.62,18/10/2013
20.51,19/10/2013
20.40,20/10/2013
20.28,21/10/2013
20.12,22/10/2013
19.95,23/10/2013
19.86,24/10/2013
19.76,25/10/2013
19.67,26/10/2013
19.59,27/10/2013
19.51,28/10/2013
19.47,29/10/2013
19.44,30/10/2013
19.41,31/10/2013
19.39,01/11/2013
19.37,02/11/2013
19.36,03/11/2013
19.35,04/11/2013
19.38,05/11/2013
19.42,06/11/2013
19.46,07/11/2013
19.49,08/11/2013
19.51,09/11/2013
19.52,10/11/2013
19.53,11/11/2013
19.54,12/11/2013
19.55,13/11/2013
19.58,14/11/2013
19.61,15/11/2013
19.64,16/11/2013
19.68,17/11/2013
19.72,18/11/2013
19.78,19/11/2013
19.87,20/11/2013
19.98,21/11/2013
20.07,22/11/2013
20.15,23/11/2013
20.23,24/11/2013
20.30,25/11/2013
20.39,26/11/2013
20.47,27/11/2013
20.53,28/11/2013
20.59,29/11/2013
20.65,30/11/2013
20.70,01/12/2013
20.75,02/12/2013
20.84,03/12/2013
20.94,04/12/2013
